accuracy,auroc_macro,auroc_micro,bucket,count_class_0,count_class_1,count_class_2,count_class_3,documents,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_macro,f1_micro,method,precision_class_0,precision_class_1,precision_class_2,precision_class_3,precision_macro,precision_micro,recall_class_0,recall_class_1,recall_class_2,recall_class_3,recall_macro,recall_micro,seed,tpr_at_1_fpr_class_0,tpr_at_1_fpr_class_1,tpr_at_1_fpr_class_2,tpr_at_1_fpr_class_3,tpr_at_1_fpr_macro,tpr_at_1_fpr_micro,tpr_at_1_fpr_mixed_avg,tpr_at_5_fpr_class_0,tpr_at_5_fpr_class_1,tpr_at_5_fpr_class_2,tpr_at_5_fpr_class_3,tpr_at_5_fpr_macro,tpr_at_5_fpr_micro,tpr_at_5_fpr_mixed_avg
0.8563049853372434,0.9625576369304616,0.9706214543505244,0–200,87,91,149,14,341,0.9166666666666666,0.8061224489795918,0.8843537414965986,0.5,0.7767857142857143,0.8563049853372434,Strong RACE,0.9506172839506173,0.7523809523809524,0.896551724137931,0.6,0.7998874901173753,0.8563049853372434,0.8850574712643678,0.8681318681318682,0.87248322147651,0.42857142857142855,0.7635609973610435,0.8563049853372434,3407,0.8275862068965517,0.45054945054945056,0.28859060402684567,0.42857142857142855,0.4988244225110691,0.6510263929618768,0.43956043956043955,0.9655172413793104,0.8131868131868132,0.8187919463087249,0.7142857142857143,0.8279454287901407,0.8592375366568915,0.7637362637362637
0.9424198250728864,0.9847593692715685,0.9866210436694461,200–400,329,349,591,103,1372,0.9862595419847329,0.9393511988716502,0.9447236180904522,0.7849462365591398,0.9138201488764939,0.9424198250728864,Strong RACE,0.99079754601227,0.925,0.9353233830845771,0.8795180722891566,0.932659750346501,0.9424198250728864,0.9817629179331308,0.9541547277936963,0.9543147208121827,0.7087378640776699,0.89974255765417,0.9424198250728864,3407,0.9969604863221885,0.8567335243553008,0.6277495769881557,0.7378640776699029,0.804826916333887,0.8826530612244898,0.7972988010126019,1.0,0.9770773638968482,0.9576988155668359,0.7864077669902912,0.9302959866134939,0.9693877551020408,0.8817425654435698
0.9546891464699684,0.9853585490213974,0.9911599772448251,400–600,248,214,432,55,949,0.9939393939393939,0.9357798165137615,0.9576174112256587,0.8085106382978723,0.9239618149941716,0.9546891464699684,Strong RACE,0.9959514170040485,0.918918918918919,0.9478458049886621,0.9743589743589743,0.959268778817651,0.9546891464699684,0.9919354838709677,0.9532710280373832,0.9675925925925926,0.6909090909090909,0.9009270488525086,0.9546891464699684,3407,1.0,0.8644859813084113,0.5648148148148148,0.7636363636363637,0.7982342899398974,0.9441517386722866,0.8140611724723874,1.0,0.9953271028037384,0.9768518518518519,0.8181818181818182,0.9475901932093522,0.9831401475237092,0.9067544604927783
0.9773371104815864,0.9979334718584085,0.9980258247799114,600–800,87,99,151,16,353,1.0,0.9846153846153847,0.9736842105263158,0.8484848484848485,0.9516961109066373,0.9773371104815864,Strong RACE,1.0,1.0,0.9673202614379085,0.8235294117647058,0.9477124183006536,0.9773371104815864,1.0,0.9696969696969697,0.9801324503311258,0.875,0.9562073550070239,0.9773371104815864,3407,1.0,1.0,0.9735099337748344,0.875,0.9621274834437086,0.9801699716713881,0.9375,1.0,1.0,1.0,0.9375,0.984375,0.9971671388101983,0.96875
0.9891891891891892,1.0,0.9999220842464086,800+,49,47,83,6,185,0.9791666666666666,0.9791666666666666,1.0,1.0,0.9895833333333333,0.9891891891891892,Strong RACE,1.0,0.9591836734693877,1.0,1.0,0.9897959183673469,0.9891891891891892,0.9591836734693877,1.0,1.0,1.0,0.9897959183673469,0.9891891891891892,3407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.8885630498533724,0.9685441074692658,0.9775099400016627,0–200,87,91,149,14,341,0.9378531073446328,0.8279569892473119,0.9084745762711864,0.75,0.8560711682157828,0.8885630498533724,Single Trace,0.9222222222222223,0.8105263157894737,0.9178082191780822,0.9,0.8876391892974446,0.8885630498533724,0.9540229885057471,0.8461538461538461,0.8993288590604027,0.6428571428571429,0.8355907091442847,0.8885630498533724,42,0.8160919540229885,0.5054945054945055,0.4899328859060403,0.6428571428571429,0.6135941220701693,0.718475073313783,0.5741758241758241,0.9540229885057471,0.8131868131868132,0.8791946308724832,0.7142857142857143,0.8401725367126894,0.9120234604105572,0.7637362637362637
0.9409620991253644,0.9837261903924777,0.9893100097181731,200–400,329,349,591,103,1372,0.9879154078549849,0.9350282485875706,0.9407783417935702,0.8020833333333334,0.9164513328923648,0.9409620991253644,Single Trace,0.9819819819819819,0.9220055710306406,0.9407783417935702,0.8651685393258427,0.9274836085330089,0.9409620991253644,0.993920972644377,0.9484240687679083,0.9407783417935702,0.7475728155339806,0.907674049684959,0.9409620991253644,42,1.0,0.8825214899713467,0.676818950930626,0.7475728155339806,0.8267283141089884,0.8994169096209913,0.8150471527526637,1.0,0.9684813753581661,0.961082910321489,0.8058252427184466,0.9338473820995254,0.9723032069970845,0.8871533090383064
0.9620653319283456,0.9845096502996116,0.9909292054231934,400–600,248,214,432,55,949,0.9979879275653923,0.9517241379310345,0.9621125143513203,0.8210526315789474,0.9332193028566735,0.9620653319283456,Single Trace,0.9959839357429718,0.9366515837104072,0.9544419134396356,0.975,0.9655193582232536,0.9620653319283456,1.0,0.9672897196261683,0.9699074074074074,0.7090909090909091,0.9115720090311212,0.9620653319283456,42,1.0,0.8644859813084113,0.6944444444444444,0.7454545454545455,0.8260962428018502,0.9452054794520548,0.8049702633814784,1.0,1.0,0.9791666666666666,0.7636363636363637,0.9357007575757575,0.982086406743941,0.8818181818181818
0.9858356940509915,0.9984042538877032,0.9980231497457379,600–800,87,99,151,16,353,1.0,0.9897959183673469,0.9868421052631579,0.875,0.9629095059076263,0.9858356940509915,Single Trace,1.0,1.0,0.9803921568627451,0.875,0.9638480392156863,0.9858356940509915,1.0,0.9797979797979798,0.9933774834437086,0.875,0.962043865810422,0.9858356940509915,42,1.0,0.9797979797979798,0.9933774834437086,0.9375,0.977668865810422,0.9915014164305949,0.9586489898989898,1.0,0.98989898989899,1.0,0.9375,0.9818497474747475,0.9943342776203966,0.963699494949495
0.9837837837837838,0.9996095826960232,0.9996006817628439,800+,49,47,83,6,185,1.0,0.9894736842105263,0.9815950920245399,0.8571428571428571,0.9570529083444809,0.9837837837837838,Single Trace,1.0,0.9791666666666666,1.0,0.75,0.9322916666666666,0.9837837837837838,1.0,1.0,0.963855421686747,1.0,0.9909638554216867,0.9837837837837838,42,1.0,1.0,0.9759036144578314,1.0,0.9939759036144579,0.9891891891891892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
